"metadata$Persistence.(Intercept)"	"metadata$Persistence.1 comps"	"metadata$Persistence.2 comps"	"metadata$Persistence.3 comps"	"metadata$Persistence.4 comps"	"metadata$Persistence.5 comps"	"metadata$Persistence.6 comps"	"metadata$Persistence.7 comps"	"metadata$Persistence.8 comps"	"metadata$Persistence.9 comps"	"metadata$Persistence.10 comps"	"metadata$Persistence.11 comps"	"metadata$Persistence.12 comps"	"metadata$Persistence.13 comps"	"metadata$Persistence.14 comps"	"metadata$Persistence.15 comps"	"metadata$Persistence.16 comps"	"metadata$Persistence.17 comps"	"metadata$Persistence.18 comps"
"CV"	16.6294170815903	14.9831356169307	14.6738859002199	14.5054857519866	14.497842711265	14.4903496102967	14.4853297775404	14.48137401025	14.4793802853761	14.4780631091685	14.4775587291959	14.4771151764925	14.4767835842486	14.4763175086562	14.4760308307318	14.4759995397737	14.4759975932864	14.4759983396102	14.4759981865557
"adjCV"	16.6294170815903	14.9831057754604	14.6738806899578	14.5054695600367	14.497825970198	14.490329904513	14.4853046504238	14.4813458208783	14.4793520351144	14.4780361395955	14.4775330972461	14.4770899968421	14.4767576743493	14.476291268093	14.4760037169718	14.4759726413069	14.4759707535456	14.4759714058002	14.4759712664098
