"metapreds$Persistence.(Intercept)"	"metapreds$Persistence.1 comps"	"metapreds$Persistence.2 comps"	"metapreds$Persistence.3 comps"	"metapreds$Persistence.4 comps"	"metapreds$Persistence.5 comps"	"metapreds$Persistence.6 comps"	"metapreds$Persistence.7 comps"	"metapreds$Persistence.8 comps"	"metapreds$Persistence.9 comps"	"metapreds$Persistence.10 comps"	"metapreds$Persistence.11 comps"	"metapreds$Persistence.12 comps"	"metapreds$Persistence.13 comps"	"metapreds$Persistence.14 comps"	"metapreds$Persistence.15 comps"	"metapreds$Persistence.16 comps"	"metapreds$Persistence.17 comps"	"metapreds$Persistence.18 comps"
"CV"	1.00000222222963	0.918314028253601	0.874104629999754	0.872620467366599	0.872140404881488	0.871450595907911	0.871218562175569	0.871101046942989	0.871021325594417	0.870955604302931	0.870901347542866	0.870879222602886	0.870859528858665	0.870854635445656	0.870857251324539	0.870854039902541	0.870854080306988	0.870854137609487	0.870854127806899
"adjCV"	1.00000222222963	0.918313909921177	0.874101463852008	0.87261938770016	0.872140353492998	0.871447365287082	0.871215176733848	0.871098265144647	0.871018216732341	0.870952143798983	0.870897199527373	0.870875807774217	0.870856129330685	0.870851214404246	0.870853796516595	0.870850811201771	0.870850842744271	0.87085089350549	0.870850884685286
