"metapreds$Persistence.(Intercept)"	"metapreds$Persistence.1 comps"	"metapreds$Persistence.2 comps"	"metapreds$Persistence.3 comps"	"metapreds$Persistence.4 comps"	"metapreds$Persistence.5 comps"	"metapreds$Persistence.6 comps"	"metapreds$Persistence.7 comps"	"metapreds$Persistence.8 comps"	"metapreds$Persistence.9 comps"	"metapreds$Persistence.10 comps"	"metapreds$Persistence.11 comps"	"metapreds$Persistence.12 comps"	"metapreds$Persistence.13 comps"	"metapreds$Persistence.14 comps"	"metapreds$Persistence.15 comps"	"metapreds$Persistence.16 comps"	"metapreds$Persistence.17 comps"	"metapreds$Persistence.18 comps"
"CV"	1.00000222222963	0.922000307198979	0.872399138590721	0.870234480637039	0.868869621213669	0.86773932456507	0.867563598290837	0.867421302877935	0.867374417972777	0.867366643036213	0.867364649090912	0.867364339186927	0.867364319181827	0.867364349021418	0.867364340756823	0.867364343858373	0.867364343691936	0.867364343562468	0.867395992981972
"adjCV"	1.00000222222963	0.922000197706677	0.872396603334534	0.870231962497408	0.868867567113982	0.867736116065897	0.86756066987695	0.867418400181516	0.867371498168164	0.867363410003101	0.867361764360801	0.86736147034699	0.867361450858099	0.867361477509165	0.867361470057094	0.867361472844768	0.867361472694878	0.867361472578378	0.867362020275468
